key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,slider_STAI_state.response,key_resp_STAI_state.keys,key_resp_STAI_state.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,statement,key_resp_STAI_2.keys,key_resp_STAI_2.rt,slider_STAI_trait.response,key_resp_STAI_trait.keys,key_resp_STAI_trait.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title,statement_1,statement_2,statement_3,statement_4,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_2.keys,key_resp_PANAS_2.rt,slider_PANAS.response,key_resp_PANAS.keys,key_resp_PANAS.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_instr_SHAPS_2.keys,key_resp_instr_SHAPS_2.rt,slider_SHAPS.response,key_resp_SHAPS.keys,key_resp_SHAPS.rt,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_3b.keys,key_resp_instr_3b.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_practice.keys,key_resp_instr_practice.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_A.thisRepN,Practice_A.thisTrialN,Practice_A.thisN,Practice_A.thisIndex,Practice_A.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,key_resp_trial.rt,key_resp_repeat_practice.rt,key_resp_instr_main_a.keys,key_resp_instr_main_a.rt,key_resp_pause.keys,Main_A.thisRepN,Main_A.thisTrialN,Main_A.thisN,Main_A.thisIndex,Main_A.ran,key_resp_pause.rt,Group_A.thisRepN,Group_A.thisTrialN,Group_A.thisN,Group_A.thisIndex,Group_A.ran,key_resp_memory.keys,key_resp_memory.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,2,return,4.441,0,7,7,7,1,8. I feel satisfied.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,1,return,5.743,0,8,8,8,1,9. I feel frightened.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,4,return,11.844,0,9,9,9,1,10. I feel comfortable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,3,return,17.542,0,10,10,10,1,11. I feel self-confident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,2,return,5.573,0,11,11,11,1,12. I feel nervous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,2,return,18.359,0,12,12,12,1,13. I am jittery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,1,return,5.326,0,13,13,13,1,14. I feel indecisive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,3,return,34.486,0,14,14,14,1,15. I don't feel calm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,3,return,5.709,0,15,15,15,1,16. I am relaxed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,4,return,33.665,0,16,16,16,1,17. I feel content.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,2,return,4.288,0,17,17,17,1,18. I am worried.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,1,return,3.41,0,18,18,18,1,19. I feel confused.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,3,return,10.731,0,19,19,19,1,20. I don't feel upset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,3,return,21.894,0,20,20,20,1,21. I feel steady.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,4,return,4.525,0,21,21,21,1,22. I feel pleasant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,21. I feel pleasant.,space,14.147,4,return,29.23,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,22. I feel nervous and restless.,,,2,return,12.907,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,23. I feel satisfied with myself.,,,4,return,7.642,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,24. I wish I could be as happy as others seem to be.,,,1,return,8.008,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,25. I feel like a failure.,,,1,return,4.624,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,26. I feel rested.,,,4,return,7.685,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,"27. I am ""calm, cool, and collected"".",,,3,return,8.793,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,28. I feel that difficulties are piling up so that I cannot overcome them.,,,2,return,8.705,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,"29. If you are still paying attention to the test, please press the number four.",,,4,return,10.123,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,30. I worry too much over something that really doesn't matter.,,,2,return,10.915,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,31. I am happy.,,,4,return,7.997,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,32. I have disturbing thoughts.,,,1,return,5.761,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,33. I lack self-confidence.,,,2,return,5.167,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,34. I feel secure.,,,4,return,7.468,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,35. I make decisions easily.,,,3,return,4.626,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,36. I feel inadequate.,,,2,return,4.204,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,37. I don't feel nervous.,,,3,return,14.414,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,001,2023-05-08_11h52.19.380,Experiment_Tuerk,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,38. I am content.,,,4,return,19.002,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
